id,address,cat1Code,cat1Desc,cat1TypeCode,cat1TypeDesc,cat2Code,cat2Desc,cat2TypeCode,cat3Code,cat3Desc,cat3TypeCode,cat4Code,cat4Desc,cat4TypeCode,cat5Code,cat5Desc,cat5TypeCode,cat6Code,cat6Desc,cat6TypeCode,contractType,councilCode,councilDesc,createdAt,detailText,devTypeCode,devTypeDesc,endDateDesc,endDateDetail,endDateGac,finalisedFlag,firstIssueDate,firstIssueNumber,floorArea,lastIssueDate,lastIssueNumber,notes,ownerCode,ownerDesc,parking,postCode,projectId,publishDate,reference,regionCode,regionDesc,sectionCode,sectionDesc,siteArea,stageCode,stageDesc,stageText,stageTypeCode,stageTypeDesc,startDateDetail,startDateGac,stateCode,stateDesc,statusCode,statusDesc,storeys,suburb,tenderCloseDate,tenderCloseTime,tenderRoleCode,tenderTypeCode,tenderTypeDesc,title,type,units,value,valueDesc,valueGac,projectvalue
351,3477 Northport Court,,,,,,,,,,,,,,,,,,,,Research and Development,,CounterAct,1582810973,integer aliquet massa id lobortis convallis tortor risus dapibus augue,,,,,,,,,,,351,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,"",a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna,,357371,351,1571070722,,,,,,,,,,,,,,,,,Jaxnation,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,Russia,,,,,,Engineering,Outdoors,30,60605,,,47
352,6252 Schmedeman Street,,,,,,,,,,,,,,,,,,,,Services,,Rivastigmine Tartrate,1588749875,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,,,,,,,,,,,352,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,"",pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,,,352,1567898609,,,,,,,,,,,,,,,,,Eare,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,China,,,,,,Product Management,Automotive,21,55750,,,22
353,81 Loomis Point,,,,,,,,,,,,,,,,,,,,Services,,fever reducer and pain reliever,1569059663,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim,,,,,,,,,,,353,suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,"",lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum,,62652,353,1565496569,,,,,,,,,,,,,,PJY,Putrajaya,,Browsetype,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,Malaysia,,,,,,Accounting,Shoes,17,18469,,,39
354,378 Drewry Pass,,,,,,,,,,,,,,,,,,,,Training,,Sulfur,1585688285,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,,,,,,,,,,,354,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,"",vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,,7219,354,1569874779,,,,,,,,,,,,,,,,,Realcube,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,Bulgaria,,,,,,Product Management,Home,27,4017,,,6
355,06090 Cambridge Circle,,,,,,,,,,,,,,,,,,,,Marketing,,Fresh Sugar Roll-On Deodorant Antiperspirant,1587064342,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu,,,,,,,,,,,355,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,"",ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,,9002,355,1572200359,,,,,,,,,,,,,,,,,Edgeclub,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,Philippines,,,,,,Sales,Computers,80,75329,,,98
356,2121 Namekagon Circle,,,,,,,,,,,,,,,,,,,,Product Management,,SudoGest Nasal Decongestant,1586219232,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,,,,,,,,,,,356,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,"",libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,,,356,1590714455,,,,,,,,,,,,,,,,,Yakijo,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,Jordan,,,,,,Engineering,Baby,88,30468,,,92
357,12 Amoth Lane,,,,,,,,,,,,,,,,,,,,Training,,Sumatriptan,1576044373,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,,,,,,,,,,,357,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,"",nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,,5105,357,1574918118,,,,,,,,,,,,,,,,,Skyble,lectus pellentesque eget nunc donec quis orci eget orci vehicula,Philippines,,,,,,Sales,Kids,96,42903,,,64
358,6297 Scofield Lane,,,,,,,,,,,,,,,,,,,,Marketing,,SohMed Alertness Aid,1572133512,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,,,,,,,,,,,358,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,"",sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,,43700-000,358,1583676301,,,,,,,,,,,,,,,,,Buzzshare,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,Brazil,,,,,,Marketing,Automotive,9,4411,,,70
359,0344 Lukken Crossing,,,,,,,,,,,,,,,,,,,,Engineering,,OMEPRAZOLE,1566168796,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,,,,,,,,,,,359,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,"",id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,,2709,359,1570423981,,,,,,,,,,,,,,,,,Skibox,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,Philippines,,,,,,Human Resources,Tools,81,63223,,,24
360,692 Dottie Pass,,,,,,,,,,,,,,,,,,,,Accounting,,Childrens Allergy,1594673889,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,,,,,,,,,,,360,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,"",ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,,173007,360,1568348035,,,,,,,,,,,,,,,,,Abata,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,Colombia,,,,,,Sales,Books,94,38700,,,25
361,16 Canary Avenue,,,,,,,,,,,,,,,,,,,,Services,,Enalapril Maleate,1563452834,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,,,,,,,,,,,361,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,"",odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,,89355,361,1588639835,,,,,,,,,,,,,,TAM,Tamaulipas,,Zoonoodle,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,Mexico,,,,,,Marketing,Shoes,88,70758,,,72
362,0 Vernon Pass,,,,,,,,,,,,,,,,,,,,Research and Development,,DR. RECKEWEG R29 Theridon,1586732450,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,,,,,,,,,,,362,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,"",posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti,,,362,1565411123,,,,,,,,,,,,,,,,,Jabbersphere,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,Peru,,,,,,Sales,Health,38,82219,,,46
363,1 Mcguire Junction,,,,,,,,,,,,,,,,,,,,Training,,Dexamethasone Sodium Phosphate,1588525215,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,,,,,,,,,,,363,est et tempus semper est quam pharetra magna ac consequat metus sapien,"",vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,,403538,363,1570646493,,,,,,,,,,,,,,,,,Npath,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,Russia,,,,,,Services,Baby,57,22107,,,61
364,3 Amoth Trail,,,,,,,,,,,,,,,,,,,,Support,,HAND SANITIZER,1579328310,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,,,,,,,,,,,364,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,"",cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum,,69660-000,364,1595251898,,,,,,,,,,,,,,,,,Einti,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,Brazil,,,,,,Sales,Home,93,71065,,,69
365,33 Rigney Hill,,,,,,,,,,,,,,,,,,,,Engineering,,Enoxaparin sodium,1576841718,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,,,,,,,,,,,365,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,"",in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,,4001,365,1591912391,,,,,,,,,,,,,,,,,Zooveo,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,Philippines,,,,,,Product Management,Sports,92,51900,,,45
366,21 Packers Place,,,,,,,,,,,,,,,,,,,,Sales,,SOLU-MEDROL,1595457617,dui maecenas tristique est et tempus semper est quam pharetra magna ac,,,,,,,,,,,366,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,"",condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,,,366,1595741963,,,,,,,,,,,,,,,,,Twitterlist,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,Indonesia,,,,,,Services,Games,40,12947,,,27
367,21 Debs Center,,,,,,,,,,,,,,,,,,,,Accounting,,Safe Harbor - Natural Anti-Aging Sunscreen Broad Spectrum SPF30 Sunscreen Sensitive Skin,1584219338,integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,,,,,,,,,,,367,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,"",elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,,,367,1564995186,,,,,,,,,,,,,,,,,Voonix,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,Tajikistan,,,,,,Marketing,Games,60,62599,,,28
368,59 Ruskin Way,,,,,,,,,,,,,,,,,,,,Engineering,,Gallic Acid,1590968753,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,,,,,,,,,,,368,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,"",augue a suscipit nulla elit ac nulla sed vel enim sit,,,368,1570468975,,,,,,,,,,,,,,,,,Yombu,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,Montenegro,,,,,,Legal,Shoes,28,17190,,,38
369,21777 Northridge Court,,,,,,,,,,,,,,,,,,,,Human Resources,,Endopure Testos For Women,1581398415,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,,,,,,,,,,,369,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,"",adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,,,369,1586536742,,,,,,,,,,,,,,,,,Yabox,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Peru,,,,,,Support,Baby,85,21454,,,87
370,71 Warrior Lane,,,,,,,,,,,,,,,,,,,,Human Resources,,smart sense nicotine polacrilex,1578090059,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,,,,,,,,,,,370,orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum,"",semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,,399710,370,1593396509,,,,,,,,,,,,,,,,,Cogibox,consequat lectus in est risus auctor sed tristique in tempus sit,Russia,,,,,,Product Management,Computers,23,38165,,,89
371,2 Amoth Drive,,,,,,,,,,,,,,,,,,,,Research and Development,,PreviDent,1570516962,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,,,,,,,,,,,371,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,"",vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,,,371,1579429338,,,,,,,,,,,,,,,,,Oyoloo,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,China,,,,,,Research and Development,Clothing,89,42915,,,17
372,07229 Sherman Crossing,,,,,,,,,,,,,,,,,,,,Training,,Lactated Ringers,1569347705,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,,,,,,,,,,,372,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,"",porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,,,372,1579068598,,,,,,,,,,,,,,,,,Kazu,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,Indonesia,,,,,,Research and Development,Grocery,95,84037,,,76
373,99988 Valley Edge Hill,,,,,,,,,,,,,,,,,,,,Engineering,,Sulwhasoo,1572020415,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,,,,,,,,,,,373,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,"",in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,,1656,373,1595505438,,,,,,,,,,,,,,,,,Buzzbean,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,Philippines,,,,,,Human Resources,Movies,64,41403,,,65
374,2 Caliangt Lane,,,,,,,,,,,,,,,,,,,,Engineering,,ANTIBACTERIAL WIPES Lemon Drop,1575915335,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam,,,,,,,,,,,374,interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,"",eu est congue elementum in hac habitasse platea dictumst morbi,,,374,1587003860,,,,,,,,,,,,,,,,,Devshare,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,Peru,,,,,,Human Resources,Automotive,61,98332,,,22
375,33166 Oakridge Pass,,,,,,,,,,,,,,,,,,,,Human Resources,,Sulfacetamide Sodium and Prednisolone Sodium Phosphate,1569878305,semper est quam pharetra magna ac consequat metus sapien ut nunc,,,,,,,,,,,375,turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,"",odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,,186793,375,1576183399,,,,,,,,,,,,,,,,,Shufflebeat,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,Russia,,,,,,Engineering,Electronics,56,33487,,,36
376,18 Evergreen Park,,,,,,,,,,,,,,,,,,,,Marketing,,Adderall,1569704173,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,,,,,,,,,,,376,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,"",nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,,753 26,376,1562341343,,,,,,,,,,,,,,C,Uppsala,,Mita,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,Sweden,,,,,,Accounting,Books,78,78331,,,16
377,40267 Sommers Court,,,,,,,,,,,,,,,,,,,,Services,,Sodium Chloride,1573635858,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,,,,,,,,,,,377,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,"",lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,,06-406,377,1590237022,,,,,,,,,,,,,,,,,Jabberbean,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,Poland,,,,,,Human Resources,Books,24,7313,,,33
378,96605 Donald Pass,,,,,,,,,,,,,,,,,,,,Sales,,Oxybutynin Chloride,1585099452,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede,,,,,,,,,,,378,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,"",suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla,,680001,378,1586824506,,,,,,,,,,,,,,,,,Edgewire,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu,Russia,,,,,,Legal,Electronics,20,56700,,,44
379,75439 Boyd Center,,,,,,,,,,,,,,,,,,,,Services,,Covergirl Queen Collection All Day Flawless 3in1 Foundation,1591608866,dui luctus rutrum nulla tellus in sagittis dui vel nisl,,,,,,,,,,,379,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,"",ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,,9410,379,1595384963,,,,,,,,,,,,,,,,,Linkbuzz,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,Argentina,,,,,,Research and Development,Sports,45,35862,,,42
380,26341 Pleasure Pass,,,,,,,,,,,,,,,,,,,,Training,,Your Label Here Hydrogen Peroxide First Aid,1586359339,consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,,,,,,,,,,,380,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,"",massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,,299-4128,380,1577634560,,,,,,,,,,,,,,,,,Rhynyx,nunc purus phasellus in felis donec semper sapien a libero nam,Japan,,,,,,Services,Books,72,88164,,,7
381,18353 Forest Run Place,,,,,,,,,,,,,,,,,,,,Support,,Hydroxyzine Hydrochloride,1591566897,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,,,,,,,,,,,381,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,"",ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,,1686,381,1589861519,,,,,,,,,,,,,,,,,Livetube,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,Philippines,,,,,,Business Development,Health,93,60909,,,46
382,2 Lake View Alley,,,,,,,,,,,,,,,,,,,,Human Resources,,AMOXICILLIN,1570617817,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,,,,,,,,,,,382,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,"",tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,,,382,1567354497,,,,,,,,,,,,,,,,,Realblab,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,Serbia,,,,,,Training,Clothing,66,1543,,,77
